filename,label
songIndexed0.wav,0
songIndexed1.wav,0
songIndexed2.wav,0
songIndexed3.wav,0
songIndexed4.wav,1
songIndexed5.wav,1
songIndexed6.wav,1
songIndexed7.wav,1
songIndexed8.wav,1
songIndexed9.wav,1
songIndexed10.wav,1
songIndexed11.wav,1
songIndexed12.wav,1
songIndexed13.wav,1
songIndexed14.wav,0
songIndexed15.wav,1
songIndexed16.wav,1
songIndexed17.wav,1
songIndexed18.wav,1
songIndexed19.wav,1
songIndexed20.wav,1
songIndexed21.wav,1
songIndexed22.wav,1
songIndexed23.wav,1
songIndexed24.wav,0
songIndexed25.wav,1
songIndexed26.wav,1
songIndexed27.wav,1
songIndexed28.wav,1
songIndexed29.wav,1
songIndexed30.wav,1
songIndexed31.wav,1
songIndexed32.wav,1
songIndexed33.wav,1
songIndexed34.wav,1
songIndexed35.wav,0
songIndexed36.wav,1
songIndexed37.wav,1
songIndexed38.wav,1
songIndexed39.wav,1
songIndexed40.wav,1
songIndexed41.wav,1
songIndexed42.wav,1
songIndexed43.wav,1
songIndexed44.wav,1
songIndexed45.wav,0
songIndexed46.wav,1
songIndexed47.wav,1
songIndexed48.wav,1
songIndexed49.wav,1
songIndexed50.wav,1
songIndexed51.wav,1
songIndexed52.wav,1
songIndexed53.wav,1
songIndexed54.wav,1
songIndexed55.wav,1
songIndexed56.wav,0
songIndexed57.wav,1
songIndexed58.wav,1
songIndexed59.wav,1
songIndexed60.wav,1
songIndexed61.wav,1
songIndexed62.wav,1
songIndexed63.wav,1
songIndexed64.wav,1
songIndexed65.wav,1
songIndexed66.wav,1
songIndexed67.wav,0
songIndexed68.wav,1
songIndexed69.wav,1
songIndexed70.wav,1
songIndexed71.wav,1
songIndexed72.wav,1
songIndexed73.wav,1
songIndexed74.wav,1
songIndexed75.wav,1
songIndexed76.wav,1
songIndexed77.wav,1
songIndexed78.wav,0
songIndexed79.wav,1
songIndexed80.wav,1
songIndexed81.wav,1
songIndexed82.wav,1
songIndexed83.wav,1
songIndexed84.wav,1
songIndexed85.wav,1
songIndexed86.wav,1
songIndexed87.wav,1
songIndexed88.wav,1
songIndexed89.wav,1
songIndexed90.wav,1
songIndexed91.wav,1
songIndexed92.wav,1
songIndexed93.wav,1
songIndexed94.wav,1
songIndexed95.wav,1
songIndexed96.wav,1
songIndexed97.wav,1
songIndexed98.wav,0
songIndexed99.wav,1
songIndexed100.wav,1
songIndexed101.wav,1
songIndexed102.wav,1
songIndexed103.wav,1
songIndexed104.wav,1
songIndexed105.wav,1
songIndexed106.wav,1
songIndexed107.wav,1
songIndexed108.wav,1
songIndexed109.wav,0
songIndexed110.wav,0
songIndexed111.wav,1
songIndexed112.wav,1
songIndexed113.wav,1
songIndexed114.wav,1
songIndexed115.wav,1
songIndexed116.wav,1
songIndexed117.wav,1
songIndexed118.wav,1
songIndexed119.wav,1
songIndexed120.wav,1
songIndexed121.wav,0
songIndexed122.wav,1
songIndexed123.wav,1
songIndexed124.wav,1
songIndexed125.wav,1
songIndexed126.wav,1
songIndexed127.wav,1
songIndexed128.wav,1
songIndexed129.wav,1
songIndexed130.wav,1
songIndexed131.wav,1
songIndexed132.wav,0
songIndexed133.wav,1
songIndexed134.wav,1
songIndexed135.wav,1
songIndexed136.wav,1
songIndexed137.wav,1
songIndexed138.wav,1
songIndexed139.wav,1
songIndexed140.wav,1
songIndexed141.wav,1
songIndexed142.wav,1
songIndexed143.wav,0
songIndexed144.wav,1
songIndexed145.wav,1
songIndexed146.wav,1
songIndexed147.wav,1
songIndexed148.wav,1
songIndexed149.wav,1
songIndexed150.wav,1
songIndexed151.wav,1
songIndexed152.wav,0
songIndexed153.wav,1
songIndexed154.wav,1
songIndexed155.wav,1
songIndexed156.wav,1
songIndexed157.wav,1
songIndexed158.wav,1
songIndexed159.wav,1
songIndexed160.wav,1
songIndexed161.wav,1
songIndexed162.wav,0
songIndexed163.wav,1
songIndexed164.wav,1
songIndexed165.wav,1
songIndexed166.wav,1
songIndexed167.wav,1
songIndexed168.wav,1
songIndexed169.wav,1
songIndexed170.wav,1
songIndexed171.wav,1
songIndexed172.wav,1
songIndexed173.wav,0
songIndexed174.wav,1
songIndexed175.wav,1
songIndexed176.wav,1
songIndexed177.wav,1
songIndexed178.wav,1
songIndexed179.wav,1
songIndexed180.wav,1
songIndexed181.wav,1
songIndexed182.wav,0
songIndexed183.wav,1
songIndexed184.wav,1
songIndexed185.wav,1
songIndexed186.wav,1
songIndexed187.wav,1
songIndexed188.wav,1
songIndexed189.wav,1
songIndexed190.wav,1
songIndexed191.wav,1
songIndexed192.wav,1
songIndexed193.wav,0
songIndexed194.wav,1
songIndexed195.wav,1
songIndexed196.wav,1
songIndexed197.wav,1
songIndexed198.wav,1
songIndexed199.wav,1
songIndexed200.wav,1
songIndexed201.wav,1
songIndexed202.wav,1
songIndexed203.wav,1
songIndexed204.wav,0
songIndexed205.wav,1
songIndexed206.wav,1
songIndexed207.wav,1
songIndexed208.wav,1
songIndexed209.wav,1
songIndexed210.wav,1
songIndexed211.wav,1
songIndexed212.wav,1
songIndexed213.wav,1
songIndexed214.wav,0
songIndexed215.wav,0
songIndexed216.wav,1
songIndexed217.wav,1
songIndexed218.wav,1
songIndexed219.wav,1
songIndexed220.wav,1
songIndexed221.wav,1
songIndexed222.wav,1
songIndexed223.wav,1
songIndexed224.wav,1
songIndexed225.wav,0
songIndexed226.wav,1
songIndexed227.wav,1
songIndexed228.wav,1
songIndexed229.wav,1
songIndexed230.wav,1
songIndexed231.wav,1
songIndexed232.wav,1
songIndexed233.wav,1
songIndexed234.wav,1
songIndexed235.wav,1
songIndexed236.wav,0
songIndexed237.wav,1
songIndexed238.wav,1
songIndexed239.wav,1
songIndexed240.wav,1
songIndexed241.wav,1
songIndexed242.wav,1
songIndexed243.wav,1
songIndexed244.wav,1
songIndexed245.wav,1
songIndexed246.wav,1
songIndexed247.wav,0
songIndexed248.wav,1
songIndexed249.wav,1
songIndexed250.wav,1
songIndexed251.wav,1
songIndexed252.wav,1
songIndexed253.wav,1
songIndexed254.wav,1
songIndexed255.wav,1
songIndexed256.wav,1
songIndexed257.wav,1
songIndexed258.wav,0
songIndexed259.wav,1
songIndexed260.wav,1
songIndexed261.wav,1
songIndexed262.wav,1
songIndexed263.wav,1
songIndexed264.wav,1
songIndexed265.wav,1
songIndexed266.wav,1
songIndexed267.wav,1
songIndexed268.wav,0
songIndexed269.wav,1
songIndexed270.wav,1
songIndexed271.wav,1
songIndexed272.wav,1
songIndexed273.wav,1
songIndexed274.wav,1
songIndexed275.wav,1
songIndexed276.wav,1
songIndexed277.wav,1
songIndexed278.wav,0
songIndexed279.wav,1
songIndexed280.wav,1
songIndexed281.wav,1
songIndexed282.wav,1
songIndexed283.wav,1
songIndexed284.wav,1
songIndexed285.wav,1
songIndexed286.wav,1
songIndexed287.wav,1
songIndexed288.wav,1
songIndexed289.wav,0
songIndexed290.wav,1
songIndexed291.wav,1
songIndexed292.wav,1
songIndexed293.wav,1
songIndexed294.wav,1
songIndexed295.wav,1
songIndexed296.wav,1
songIndexed297.wav,1
songIndexed298.wav,1
songIndexed299.wav,1
songIndexed300.wav,0
songIndexed301.wav,1
songIndexed302.wav,1
songIndexed303.wav,1
songIndexed304.wav,1
songIndexed305.wav,1
songIndexed306.wav,1
songIndexed307.wav,1
songIndexed308.wav,1
songIndexed309.wav,1
songIndexed310.wav,0
songIndexed311.wav,1
songIndexed312.wav,1
songIndexed313.wav,1
songIndexed314.wav,1
songIndexed315.wav,1
songIndexed316.wav,1
songIndexed317.wav,1
songIndexed318.wav,1
songIndexed319.wav,1
songIndexed320.wav,1
songIndexed321.wav,0
songIndexed322.wav,0
songIndexed323.wav,1
songIndexed324.wav,1
songIndexed325.wav,1
songIndexed326.wav,1
songIndexed327.wav,1
songIndexed328.wav,1
songIndexed329.wav,1
songIndexed330.wav,1
songIndexed331.wav,1
songIndexed332.wav,0
songIndexed333.wav,1
songIndexed334.wav,1
songIndexed335.wav,1
songIndexed336.wav,1
songIndexed337.wav,1
songIndexed338.wav,1
songIndexed339.wav,1
songIndexed340.wav,1
songIndexed341.wav,1
songIndexed342.wav,0
songIndexed343.wav,1
songIndexed344.wav,1
songIndexed345.wav,1
songIndexed346.wav,1
songIndexed347.wav,1
songIndexed348.wav,1
songIndexed349.wav,1
songIndexed350.wav,1
songIndexed351.wav,1
songIndexed352.wav,0
songIndexed353.wav,1
songIndexed354.wav,1
songIndexed355.wav,1
songIndexed356.wav,1
songIndexed357.wav,1
songIndexed358.wav,1
songIndexed359.wav,1
songIndexed360.wav,1
songIndexed361.wav,1
songIndexed362.wav,1
songIndexed363.wav,0
songIndexed364.wav,1
songIndexed365.wav,1
songIndexed366.wav,1
songIndexed367.wav,1
songIndexed368.wav,1
songIndexed369.wav,1
songIndexed370.wav,1
songIndexed371.wav,1
songIndexed372.wav,1
songIndexed373.wav,0
songIndexed374.wav,1
songIndexed375.wav,1
songIndexed376.wav,1
songIndexed377.wav,1
songIndexed378.wav,1
songIndexed379.wav,1
songIndexed380.wav,1
songIndexed381.wav,1
songIndexed382.wav,1
songIndexed383.wav,0
songIndexed384.wav,1
songIndexed385.wav,1
songIndexed386.wav,1
songIndexed387.wav,1
songIndexed388.wav,1
songIndexed389.wav,1
songIndexed390.wav,1
songIndexed391.wav,1
songIndexed392.wav,1
songIndexed393.wav,1
songIndexed394.wav,0
songIndexed395.wav,1
songIndexed396.wav,1
songIndexed397.wav,1
songIndexed398.wav,1
songIndexed399.wav,1
songIndexed400.wav,1
songIndexed401.wav,1
songIndexed402.wav,1
songIndexed403.wav,1
songIndexed404.wav,1
songIndexed405.wav,0
songIndexed406.wav,1
songIndexed407.wav,1
songIndexed408.wav,1
songIndexed409.wav,1
songIndexed410.wav,1
songIndexed411.wav,1
songIndexed412.wav,1
songIndexed413.wav,1
songIndexed414.wav,1
songIndexed415.wav,1
songIndexed416.wav,0
songIndexed417.wav,1
songIndexed418.wav,1
songIndexed419.wav,1
songIndexed420.wav,1
songIndexed421.wav,1
songIndexed422.wav,1
songIndexed423.wav,1
songIndexed424.wav,1
songIndexed425.wav,0
songIndexed426.wav,0
songIndexed427.wav,1
songIndexed428.wav,1
songIndexed429.wav,1
songIndexed430.wav,1
songIndexed431.wav,1
songIndexed432.wav,1
songIndexed433.wav,1
songIndexed434.wav,1
songIndexed435.wav,1
songIndexed436.wav,0
songIndexed437.wav,1
songIndexed438.wav,1
songIndexed439.wav,1
songIndexed440.wav,1
songIndexed441.wav,1
songIndexed442.wav,1
songIndexed443.wav,1
songIndexed444.wav,1
songIndexed445.wav,1
songIndexed446.wav,1
songIndexed447.wav,0
songIndexed448.wav,1
songIndexed449.wav,1
songIndexed450.wav,1
songIndexed451.wav,1
songIndexed452.wav,1
songIndexed453.wav,1
songIndexed454.wav,1
songIndexed455.wav,1
songIndexed456.wav,1
songIndexed457.wav,1
songIndexed458.wav,0
songIndexed459.wav,1
songIndexed460.wav,1
songIndexed461.wav,1
